Timestamp,Are you currently or have you ever been a dues-paying member of Chicago DSA or another chapter of DSA?,"How long have you been/were you a dues-paying member of Chicago DSA? 

Please approximate to the best of your ability or look up the exact date you joined DSA by following this link: https://proof.dsausa.org/card. 

If you have never been a dues-paying member of Chicago DSA, scroll to the bottom of the page and click ""Next"".","What territory branch do you belong to?

You can look up your territory branch by scrolling to the map on the bottom of this page: https://chicagodsa.org/chicago-dsa-territorial-branches/.","Have you been to any Chicago DSA events? 

If you have never been to a Chicago DSA event, select ""No"" below, then scroll to the bottom of the page and click ""Next"".","How many Chicago DSA events have you attended in the last 12 months?

Please estimate to the best of your ability.","When was the first event you attended?

Please estimate to the best of your ability.",What was the first Chicago DSA event you attended?,"Which of the following Chicago DSA activities have you participated in?

Please select all that apply.",How long was the period between your first Chicago DSA event and your second Chicago DSA event?,"Did you have one-on-one interactions, beyond the specific objectives of the meeting or activity, with anyone from the following groups before, during, or after your first meeting?

This question asks about deeper, more personal interactions that occurred beyond the stated purpose of the meeting or activity (i.e., interactions that took place outside of a political discussion, outside of addressing agenda items, etc.).","Were you contacted by anyone in the organization (by phone, text, or email) after you attended your first event?","During or after your first couple of events, were you assigned a specific task/action (e.g., tabling, making calls, specific reading) or explicitly invited to another Chicago DSA event?","Have you been involved in any of the following leadership activities within Chicago DSA? 

Select all that apply.","Have you trained others in leadership activities (e.g., canvassing training, meeting facilitation training, political education)?","If yes, please describe the leadership activities you've participated in:","How long (in years) have you lived in Cook County?

If you have lived here less than one year, input .25, .5, etc. If you moved away and later moved back, please sum the total number of years and input that number below.","On a scale of 1 (Not at all similar) to 5 (Extremely similar), how similar do you feel to the average Chicago DSA member?","On a scale of 1 (Not at all welcome) to 5 (Extremely welcome), how welcomed do you feel at Chicago DSA events?","What do you get out of, or hope to get out of, your involvement in Chicago DSA? Select all that apply.","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Childcare/domestic responsibilities]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Limited free time]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Schedule conflicts with Chicago DSA event times]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the work/organization]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the state of the country]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [General mental health (e.g., depression, anxiety, etc.)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Social anxiety (e.g., fear of not fitting in with Chicago DSA members, anxiety about working with others)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Safety concerns (personal or political)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Not interested in Chicago DSA]","If you indicated above that you feel overwhelmed by the work/organization, which of the following best describes why you feel overwhelmed regarding Chicago DSA activities/organization? 

Select all that apply.","Are there any other factors that impact your ability to participate in Chicago DSA activities? If so, please describe.",Is there anything else you think we should know about your experience with Chicago DSA that we haven't covered in this survey?,Which of the following best describes your racial identity? Select all that apply.,"What is your gender identity? 

Select all that apply.",What is your sexual orientation?,Which range best describes your total household income before taxes?,"To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Chicago DSA's limited racial and ethnic diversity]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Row 11]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Physical accessibility of activities]","Do you identify as a person with a disability?

Select all that apply."
2/2/2026 11:31,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Red Line,Yes,8,7/2/2024,Branch event,"Branch event, Outreach/canvassing, Protest/rally, Social event",1-3 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",No,"Yes, I was invited to another specific event.",,No,,2,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Training and experience as an organizer/activist",1 (Not at all a limit),3,2,1 (Not at all a limit),4,4,2,1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,economic factors ,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Bisexual,"$25,000 to $49,999",2,,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 19:37,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Red Line,Yes,4,3/15/2023,GCM,"Committee meeting, General Chapter Meeting, Outreach/canvassing, Protest/rally, Runners club",4-6 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",Yes,No.,,No,,4,4,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Training and experience as an organizer/activist",1 (Not at all a limit),2,3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$25,000 to $49,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 19:41,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,Yes,3,3/1/2023,Branch event,"Branch event, Committee meeting, General Chapter Meeting, Outreach/canvassing, Political education event, Protest/rally, Social event, Strike support",More than 6 months,"No, I didn't interact with anyone.",No,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,7,3,3,"Making a political difference in Chicago, Training and experience as an organizer/activist",1 (Not at all a limit),5 (A significant limit),5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,,"Sometimes meetings devolve into pedantic pissing matches over rules or whatever that are so annoying to sit through it makes me understand DSA's reputation. I like some of the work of CDSA, especially labor branch, but I definitely feel like CDSA members and meetings could use some self-awareness... General chapter meetings feel worse than worthless most of the time and I feel they don't need to happen nearly that often... I think CDSA should focus most of its energy on electoral work and building coalitions because I feel like when it comes to electoral work we're just doing our own thing, rather than building upon existing infrastructure.","White (e.g., European American, Anglo-Saxon, etc.)",Man,Queer,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/11/2026 19:42,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Blue Line,Yes,8,10/11/2025,Flyering,"Branch event, Chicago DSA 101 or 102, Committee meeting, General Chapter Meeting, Protest/rally",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,3,4,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,2,1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I feel ill-equipped or lack the necessary skills/knowledge., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., The organizational processes and structure are difficult to navigate.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$100,000 to $149,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 19:43,"Yes, I’ve been a dues-paying member of another chapter of DSA.",6 months to 1 year,North Side Red Line,No,,,,,,,,,I have not engaged in any leadership activities within Chicago DSA.,No,,1.5,3,2,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),3,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., The organizational processes and structure are difficult to navigate.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$75,000 to $99,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a neurodevelopmental disability (e.g., autism, ADHD, learning disability, intellectual disability), Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/11/2026 19:48,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,West Cook,Yes,2,2/6/2025,Protest/rally,"Protest/rally, Explaining caucuses",1-3 months,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,26,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",3,4,3,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,"I also legal observe, which cuts down on being able to protest with DSA",,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",1 (Not at all a limit),,3,I do not identify as having a disability
2/11/2026 19:51,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Blue Line,Yes,1,12/20/2025,Branch event,Branch event,I've only attended one event,"Yes, with a pre-existing dues-paying member",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,23,2,3,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",3,4,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),"I feel ill-equipped or lack the necessary skills/knowledge., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate., The pace of change or the volume of information related to Chicago DSA is too high.",I wish DSA was more focused on municipal politics and there was more room for criticism of the Johnson administration.,No,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$100,000 to $149,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 19:51,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,West Cook,No,0,,,Protest/rally,I've only attended one event,,,,,,,35,3,2,"A sense of purpose/fighting for what's right, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",5 (A significant limit),5 (A significant limit),3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),"I feel ill-equipped or lack the necessary skills/knowledge., I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Pansexual,"$150,000 or more",2,,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 19:56,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Blue Line,Yes,10,3/11/2018,Social event,"Committee meeting, Executive or steering committee meeting, General Chapter Meeting, Outreach/canvassing, Political education event, Protest/rally, Social event",More than 6 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",No,No.,"Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.)",Yes,Political education,30,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),4,2,3,2,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,N/A,I’m having a good time!,"White (e.g., European American, Anglo-Saxon, etc.)","Genderfluid, Man, Demiboy",Polysexual,"$75,000 to $99,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a neurodevelopmental disability (e.g., autism, ADHD, learning disability, intellectual disability)"
2/11/2026 19:58,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,No,,,,,,,,,,,,37,3,,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",5 (A significant limit),4,5 (A significant limit),1 (Not at all a limit),3,3,5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),,,,"Latino, Latina, or Latine (Often defined by origin/culture in Latin American countries, including Brazil), White (e.g., European American, Anglo-Saxon, etc.)",Non-binary,Queer,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a physical disability (e.g., mobility, chronic pain, or other physical impairments), Yes, I have a neurodevelopmental disability (e.g., autism, ADHD, learning disability, intellectual disability)"
2/11/2026 19:58,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Red Line,Yes,30,2/22/2025,Political education event,"Branch event, Chicago DSA 101 or 102, Committee meeting, Executive or steering committee meeting, General Chapter Meeting, Phone/text banking, Political education event, Protest/rally, Social event, Strike support",1-4 weeks,"Yes, with a chapter/committee leader",Yes,"Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,EWG Steering Committee. Onboarding for socialist campaign school. ,2.5,3,4,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Networking/professional development, Training and experience as an organizer/activist",1 (Not at all a limit),4,4,4,1 (Not at all a limit),3,2,1 (Not at all a limit),2,"I feel ill-equipped or lack the necessary skills/knowledge., The organizational processes and structure are difficult to navigate.",,,"Hispanic (Often defined by Spanish language origin/culture), Middle Eastern","Non-binary, Man",Straight/Heterosexual,"$25,000 to $49,999",3,,5 (A significant limit),I do not identify as having a disability
2/11/2026 20:09,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Blue Line,Yes,12,9/1/2016,Political education event,"Branch event, Chicago DSA 101 or 102, Committee meeting, Executive or steering committee meeting, General Chapter Meeting, Outreach/canvassing, Phone/text banking, Political education event, Protest/rally, Social event, Strike support",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,Elected to all levels of leadership. Mentorship. Trainings. ,41,3,4,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,2,2,1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,,,"Southwest Asian and North African (SWANA) (e.g., Iranian, Egyptian, Lebanese, Moroccan, Turkish, etc.)",Man,Bisexual,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 20:13,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,Yes,6,,Social event,"Branch event, Committee meeting, General Chapter Meeting, Protest/rally, Strike support",1-3 months,"Yes, with a pre-existing dues-paying member",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,30,3,3,"Building community/friendships, Making a political difference in Chicago, Networking/professional development, Training and experience as an organizer/activist",1 (Not at all a limit),3,3,3,1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate., Historically bad vibes and clicky as fuck. Bad vibes have been a ruiner for this chapter for 5 years.","Considering the current duration, and the duration of past events, I will never again go to a general chapter meeting following the four or five hour one I have historically attended. I work a job. I think it’s ridiculous. That people have to give up essentially their entire day for something that could be spaced out over.",I think great strides have been made with regards to developing regular social events which is the fabric that brings this shit together and build friendships that make the drudgery worthwhile. ,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$100,000 to $149,999",1 (Not at all a limit),,2,I do not identify as having a disability
2/11/2026 20:20,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,South Side,Yes,7,10/21/2025,Committee meeting,"Committee meeting, General Chapter Meeting, Protest/rally",1-4 weeks,"Yes, with a chapter/committee leader",No,"Yes, I was invited to another specific event., No.",I have not engaged in any leadership activities within Chicago DSA.,No,,20,2,3,"A sense of purpose/fighting for what's right, Building community/friendships, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,4,5 (A significant limit),5 (A significant limit),4,1 (Not at all a limit),3,"I feel ill-equipped or lack the necessary skills/knowledge., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., The organizational processes and structure are difficult to navigate.",,,"White (e.g., European American, Anglo-Saxon, etc.)","Genderqueer, Non-binary",Queer,"Less than $25,000",4,,3,"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/11/2026 20:21,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,Yes,10,2/11/2024,Branch event,"Branch event, Chicago DSA 101 or 102, Committee meeting, General Chapter Meeting, Protest/rally",4-6 months,"Yes, with a pre-existing dues-paying member",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,8,3,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",5 (A significant limit),4,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,In person events are challenging because I’m the main caregiver for my daughter. Could contribute more with more virtual or childcare options for events for the meetings. Maybe comrades are willing to help with childcare for committee meetings they are not participating in. I would be willing to do that for committee meetings I’m not in.,"I feel like we are missing the opportunity to hear from black and brown voices, and partnering with them in the communities.","Black or African American (e.g., Haitian, Nigerian, Jamaican, African, etc.), Southwest Asian and North African (SWANA) (e.g., Iranian, Egyptian, Lebanese, Moroccan, Turkish, etc.), White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$75,000 to $99,999",3,,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 20:27,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",Less than 6 months,North Side Red Line,Yes,2,3/29/2025,General Chapter Meeting,"General Chapter Meeting, Outreach/canvassing",1-4 weeks,"No, I didn't interact with anyone.",Yes,No.,,No,,1,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,2,2,2,2,1 (Not at all a limit),1 (Not at all a limit),"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$100,000 to $149,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/11/2026 20:32,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,North Side Red Line,Yes,7,6/2/2025,Political education event,"Branch event, Chicago DSA 101 or 102, Committee meeting, Outreach/canvassing, Protest/rally, Social event",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was given a task/action., Yes, I was invited to another specific event.",Assisted with re-engaging inactive members,No,,3,4,4,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,3,5 (A significant limit),4,3,1 (Not at all a limit),2,1 (Not at all a limit),"The pace of change or the volume of information related to Chicago DSA is too high., Overwhelmed by the number of asks - multiple invitations to participate in different events within days of each other. Constantly being asked to participate to different initiatives",,,"White (e.g., European American, Anglo-Saxon, etc.)",Transgender Man/Transmasculine,Bisexual,"$100,000 to $149,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.), Alcoholic and addict"
2/11/2026 20:36,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,South Side,No,,,,,,,,,,No,,5,3,5,"Building community/friendships, Making a political difference in Chicago",1 (Not at all a limit),1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),5 (A significant limit),3,1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Gay,"$50,000 to $74,999",1 (Not at all a limit),,2,I do not identify as having a disability
2/11/2026 20:38,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,North Side Red Line,Yes,4,3/1/2025,Political education event,"Branch event, Chicago DSA 101 or 102, General Chapter Meeting, Research event",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,19,3,4,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),3,2,3,3,5 (A significant limit),5 (A significant limit),2,1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., The organizational processes and structure are difficult to navigate.",,,"White (e.g., European American, Anglo-Saxon, etc.)","Transgender Woman/Transfeminine, Woman",I don't know/questioning,"$25,000 to $49,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/11/2026 20:39,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,North Side Blue Line,Yes,10,9/1/2025,Committee meeting,"Branch event, Phone/text banking, Protest/rally, Social event",1-4 weeks,"Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,1.5,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,2,1 (Not at all a limit),3,3,3,1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Prefer not to say,Prefer not to say,1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 20:39,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Red Line,Yes,70,5/11/2019,Committee meeting,"Branch event, Committee meeting, Executive or steering committee meeting, General Chapter Meeting, Outreach/canvassing, Phone/text banking, Political education event, Protest/rally, Social event, Strike support",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",Yes,"Yes, I was given a task/action., Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,"I’m on exec, so a wide variety ",9,4,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,3,2,1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I feel ill-equipped or lack the necessary skills/knowledge., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The pace of change or the volume of information related to Chicago DSA is too high.",,,"White (e.g., European American, Anglo-Saxon, etc.)","Genderfluid, Woman",Straight/Heterosexual,"$50,000 to $74,999",3,,1 (Not at all a limit),"Yes, I have a neurodevelopmental disability (e.g., autism, ADHD, learning disability, intellectual disability), Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/11/2026 20:43,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,North Side Blue Line,Yes,10,5/20/2025,Branch event,"Branch event, Chicago DSA 101 or 102, Outreach/canvassing, Political education event, Protest/rally, Social event",1-4 weeks,"No, I didn't interact with anyone.",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,5,4,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),3,4,3,3,1 (Not at all a limit),1 (Not at all a limit),"I feel ill-equipped or lack the necessary skills/knowledge., The organizational processes and structure are difficult to navigate.",,"I’ve wanted to get involved since joining less than a year ago and have toyed with joining the comms team but it’s all a bit overwhelming and I’m not sure what I would enjoy most/be most beneficial contributing my time to and that’s held me back from committing even though I really like the people and how active everyone is, it just feels like I’m in the margin ","Southwest Asian and North African (SWANA) (e.g., Iranian, Egyptian, Lebanese, Moroccan, Turkish, etc.), White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 20:44,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,South Side,No,,,,,,,,,,No,,14,,,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",2,5 (A significant limit),4,1 (Not at all a limit),2,2,2,1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$25,000 to $49,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/11/2026 20:49,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Blue Line,Yes,4,,Committee meeting,"Executive or steering committee meeting, General Chapter Meeting, Political education event",1-3 months,"No, I didn't interact with anyone.",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,20,3,4,Making a political difference in Chicago,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
